,0,1
2771,102578.png,"\tilde{b}_{kl}^{-1}~=~\tilde{b}_{km}^{-1} \, - \, \tilde{a}_{lm}^{-1}                      ~=~\tilde{b}_{km}^{-1} \, - \, f_k \, + \, f_m~~~,
"
2772,102579.png,"\begin{array}{ll}{\cal L}_\chi & =(2\pi R){\cal L}_5,_\chi =\tilde{g}^{MN}(\partial _M\chi)^{*}(\partial _N\chi )-V \\ & =e^{\sqrt{\frac 23}\kappa \varphi }g^{\mu \nu }(\partial _\mu \chi)^{*}(\partial _\nu \chi )-V\end{array}
"
2773,10258.png,"g_{++}=-f^{2}x^{2}_{I}+h_{++}, \qquad g_{+-}=e^{\varphi}, \qquad g_{IJ}=e^{\psi}\gamma_{IJ}~\mbox{with}~ \det(\gamma_{IJ})=1 ~.
"
2774,102580.png,"\varepsilon = \zeta \otimes \chi_1 + \zeta^* \otimes \chi_2^*\ .
"
2775,102581.png,"\overline{W}_{CC}(u)=\overline{W}_{AA}(u),~~~~\overline{W}_{CB}(u)=\overline{W}_{AB}(u),
"
2776,102582.png,"\Phi \mapsto h^{-1}\Phi h\,,
"
2777,102583.png,"E={1\over 2}M\dot{x}^2 +{1\over 2}kx^2 ={1\over {2M}}{p_x}^2 +{1\over 2}kx^2. 
"
2778,102584.png,"S = \frac{1}{2 \kappa^2} \int d^{m+n} x \sqrt{-g}(R-2\Lambda), 
"
2779,102585.png,"{1\over 2} F^2 \equiv {1\over 2\cdot 4!}\int_{{\cal S}}F_{\mu\nu\rho\sigma}F^{\mu\nu\rho\sigma} \sqrt{\sigma}\ d^n y= {1\over 2} F_0^2\ e^{-n\psi(x)}, 
"
2780,102586.png,"{\cal L}_p = T_p ~{\rm Tr} \left[ I - \sqrt{-\det(\eta_{ab}I +F_{ab})} \right],
"
2781,102587.png,"\left\langle 0\left|  AA^{\prime}\right|  0\right\rangle =\left\langle0\left|  A\right|  0\right\rangle \left\langle 0\left|  A^{\prime}\right|0\right\rangle
"
2782,102588.png,"\Gamma_{p}=2A^{2}\sqrt{(p-1/2)^{2}/\Lambda^{2}-m^{2}}
"
2783,102589.png,"\Lambda (\phi) = \left(\begin{array}{cc} \mbox{e}^{i\phi} & 0\\0 & \mbox{e}^{-i\phi}\end{array}\right)
"
2784,10259.png,"ds^2=-Fdu_{\pm}^2\pm 2dr du_{\pm}.
"
2785,102590.png,"\delta_0 W = {\sqrt 2 a^3 \over 24 k_{11}^2 } \int_{M_{10}} Q_2^1 \wedge {\hat I}_4  \wedge {\hat I}_4  \ . 
"
2786,102591.png,"\omega ^2(n,\eta )=n_{\rm eff}^2-\frac{a''}{a}.
"
2787,102592.png,"ew(x)\Gamma =\partial^{\mu}j_{\mu}\cdot\Gamma
"
2788,102593.png,"\pi_\mu = \frac{\delta\mathcal{L}}{\delta \dot Z^\mu} =          -\frac{1}{2\pi\alpha'}G_{\mu\nu} \left(          h^{\tau\tau} \dot Z^\nu + h^{\tau\sigma} Z^{\nu\prime}          \right) \ ,
"
2789,102594.png,"W[c_{RT}] \approx  \int\limits_{0}^{\infty}d\tau \; e^{-TG(R,\tau)}\;\;\;,
"
2790,102595.png,"W_{\rm eff}(S)=\, N \frac{\partial {\cal F}_{0}}{\partial S} \, -\,2\pi i \tau S 
"
2791,102597.png,"q^2\left(Z^{-1}(q^2)-1\right)(1-y) = 2^{-1}Z^{-1}(q^2)\int\frac{dk}{k^2k'^2}\frac{(k\eta)-(k'\eta)}{\eta^2}\Sigma_{\lambda\sigma}(k)\times
"
2792,102598.png,"T_{A\dot B}^{\ \ \ \ m}=-2i\sigma _{A\dot B}^m 
"
2793,1026.png,"\gamma_p    = \left( \frac{p+1}{D}\langle v^2 \rangle           -\frac{p}{D}     \right),
"
2794,10260.png,"\ddot{\vec{f}}\ \ -\ \ \vec{f}^{\ \prime\prime}\ \  =\ \ 0\ . 
"
2795,102600.png,"\varepsilon^{\lambda\mu mn} \varepsilon^{\sigma\nu pq} -\varepsilon^{\lambda\nu mn} \varepsilon^{\sigma\mu pq} =\varepsilon^{\sigma\lambda mn} \varepsilon^{\mu\nu pq}.
"
2796,102601.png,"{\cal L}_m=\frac{1}{2}g_B^{\mu\nu}\partial_\mu\phi_B\partial_\nu\phi_B -V(\phi_B).
"
2797,102602.png,"p^{-1}x =u,~~~~~~\frac{u}{\mid u\mid }= \xi
"
2798,102603.png,"|\varphi^0 \rangle =\int d\varepsilon A_0 (\varepsilon )|Y^\varepsilon _{1,0}\rangle +\frac{1}{\sqrt{2}}D_0 (2\sqrt{2}) \tilde{Q}|0,2\sqrt{2}\rangle^{x,\phi}|0\rangle^{b,c}.
"
2799,102604.png,"A_\mu^n = \frac{1}{e} \partial_\mu\phi \,M_n \, a(\rho)
"
2800,102605.png,"a_{f}= 134-\frac{15}{2\lambda^{(1)}}\left(\lambda^{(1)2}-\frac{1}{4}\right)-\left(\lambda^{(2)2}-\frac{1}{4}\right)\eta^{(2)}(\eta^{(2)}-2c_{1}(B)),
"
2801,102607.png,"S^+_{ij} = \frac{Z}{3} \partial_i \partial_j \phi\ ,
"
2802,102608.png,"\left( q^{-}+\tilde{q}^{+}\right) \left| B\right\rangle =0
"
2803,102609.png,"\partial_\mu L_\nu - \partial_\nu L_\mu + [L_\mu,L_\nu]~=~0~~~,                                                                 
"
2804,10261.png,"\lim_{\hbar\to 0}\left\{ {\mathcal{U}},{\mathcal{V}}\right\}_{\mathrm{MB}}=\left\{ {\mathcal{U}}, {\mathcal{V}}\right\}_{\mathrm{PB}}.
"
2805,102610.png,"M^{2}\left(\frac{1}{\lambda} + \frac{1}{2} I_{2}\right)=\frac{m^{2}}{\lambda} +\frac{1}{2}I_{1}+\frac{1}{2}\varphi^{2}+\frac{1}{3} G_{R}(M).
"
2806,102611.png,"{\mathcal T}_{\mu\nu}\,=\,0 \qquad  , \hspace{0.5in} \hbox{so that} \qquad  {\mathcal B}\,=\,S\,+\, \gamma^{\mu} V_{\mu}
"
2807,102612.png,"H_{0}=\int d^{3}x\left( H_{i}^{a}\gamma_{a}^{(2)i}+B_{a}^{ij}G_{ij}^{(2)a}+A_{0}^{a}G_{a}^{(2)}\right) ,
"
2808,102613.png,"  \tilde{C}^{\mu\nu}B_{\nu\alpha}=B_{\alpha\nu}\tilde{C}^{\nu\mu}=  \Pi^\mu_\alpha,
"
2809,102614.png,"V=2  g^2 W^{\tilde a} W^{\tilde a} +g_R^2 (-P_0^2 + P^{\tilde a} P^{\tilde   a}) \ . 
"
2810,102615.png,"S_{eff}[A,m]=-\mbox{Tr}\ln (\not{\!\partial}+ie\not{\!\!A}+m)\ .  
"
2811,102616.png,"{\cal D}_{3}=- i {\gamma}_r( {\partial}_{r} - {\frac {\vec{\sigma}.\vec{\cal L}}{r}}).
"
2812,102617.png,"E(x)=\frac{\pi\mu^2}{g^2m^2}x^2 +(1-x)^4\left[\ln(1-x)+\frac{1}{4}\right]-\frac{1}{4}\;\;.
"
2813,102618.png,"[H_c,P^I ] = iP^I,\; {[} H_c,Q^I {]} = iQ^I
"
2814,102619.png,"\int d^ky \,e^{2A} \sqrt{g_\perp}\, \psi_\alpha(y)  \psi_\beta^*(y)= \delta_{\alpha\beta}\ . 
"
2815,10262.png,"<\theta^a_1,\vec Y_1|e^{-lH}|\theta^a_2,\vec Y_2>_B = \frac{V(B_1) V(B_2)}{\mbox{Vol}(T_6)} = \prod_a \frac{|\bar n^{(1)}_a \bar n^{(2)}_{a+1} - \bar n^{(1)}_{a+1} \bar n^{(2)}_a|}{\sin |\theta_a|}
"
2816,102620.png,"\phi (z, x) = \int\! {d^4 k\over (2\pi )^4}\, e^{i k x}  f_k (z)\phi_0(k)\,,
"
2817,102621.png,"(\sigma_{ab})^2\sim B_{tr}B_{tr}g^{tt}g^{rr} = B_{tr}^2.
"
2818,102622.png,"f(z) = 4 \tan^{-1}\exp{[2\frac{z-z_0}{\sqrt{1-v^2}}]},  
"
2819,102624.png,"F^\circ =q^{-1}F,\quad {\rm (self-dual\ form)}; \quad  F^\circ =-F,\quad{\rm (anti-self-dual\ form)}
"
2820,102625.png,"G_{(ia)(jb)}(x,y;\mu)=\left(1+ e_R^2\, {11 N\over 12}\,{1\over 2\pi^2}\ {\log}(\mu/m_R)\right)\, G^0_{(ia)(jb)}(x,y) +{\cal O}(e_R^3)
"
2821,102626.png,"G_{\mu\nu} = e^{-\frac{2 \phi}{n + 2}} g_{\mu\nu}.
"
2822,102627.png,"- \hat{L} ( \Psi^{(0)} + \frac{1}{M} \Psi^{(1)} ) \Psi^{(2)}
"
2823,102628.png,"\Phi(z)=\sum_{i=2,...,N} \Phi_i(z) \otimes \omega_i,
"
2824,10263.png,"S= {1\over 2} \sqrt{4 Tr (A^2) - ( Tr A)^2 + 32 Re (Pf \,Z) }
"
2825,102630.png,"{\wp} = \sum_{\vec {\mu}} c_{\vec{\mu}} x^{\vec{\mu}}
"
2826,102631.png,"N(\theta) = \frac{m}3 \left( \ln \sin\theta - \frac1{\sin^2\theta}\right) + \frac{C_1}4 \left( \ln \frac{1-\cos\theta}{1+\cos\theta}- \frac{2\cos\theta}{\sin^2\theta} \right) + C_2.
"
2827,102632.png,"  \dot{L}=[L,M]-\omega^2Q, \qquad  \dot{Q}=[Q,M]+L.
"
2828,102633.png,"\Gamma^{\bar{z}}\eta=\left(\Gamma^8+i\Gamma^9\right)\eta=0
"
2829,102634.png,"f = 3(-\beta v^2(v^2+1)+\alpha v-\log I_{0}(\alpha))+\beta'(-3v^2v'^2-v'^2)+\alpha' v' -\log I_{0}(\alpha')
"
2830,102635.png,"\langle e^{X'^0(t_1)} \cdots e^{X'^0(t_n)} \rangle = \prod_{i<j} |e^{it_i}-e^{it_j}|^2  =4^{n(n-1)\over 2} \prod_{i<j}\sin^2 ({t_i - t_j \over 2})~.
"
2831,102636.png,"Z[G_{\mu\nu},B_{\mu\nu},\Phi,X^M]=\int \frac{[dA_a][dX^0][d\chi]}{\rm gauge \  volume}e^{-S_{gauged}} %\; Z_{PV}.
"
2832,102637.png,"V^\psi = -{i \over 8} \mu p^+ \Psi^T \gamma^{123} \Psi + {i \over 48} \Psi^T\gamma^{ABCD} \{X^A, X^B, X^C, X^D, \Psi \}
"
2833,102638.png,"G(\vartheta )=\frac{1}{2\pi }\int ^{+\infty }_{-\infty }dk\, e^{ik\vartheta }\frac{\sinh \frac{\pi (p-1)k}{2}}{2\sinh \frac{\pi pk}{2}\, \cosh \frac{\pi k}{2}}\, .
"
2834,102639.png,"\tilde{F}(x,z^1,z^2,\ldots,z^{n+1})\equiv -\hat{\mu} x^{-\frac{2}{Q^2}} +F(z^1,z^2,\ldots,z^{n+1})=0.
"
2835,10264.png,"\frac{\alpha}{1+ \alpha W^2 \overline{W}^2} = \alpha - \alpha^2 W^2 \overline{W}^2 + \alpha^3 W^4 \overline{W}^4 
"
2836,102640.png,"x^{\mu}\sigma_{\mu}=z\sigma_{z}+\bar{z}\sigma_{\bar{z}}+y\sigma_{y}+\bar{y}\sigma_{\bar{y}}
"
2837,102641.png,"Z(J):= \int {\cal{D}}\Phi e^{\frac{i}{\hbar}  [S_{\Psi}(\Phi)+J^A \Phi_A]},
"
2838,102642.png,"<\psi(t)||\psi(t)>=\{\psi(\tau)||\psi(\tau)\}=1
"
2839,102643.png,"\delta \Lambda \equiv - i (H - {\bar H}), \qquad \qquad\delta \Omega \equiv   144i \sigma.
"
2840,102644.png,"\{Q^i_\alpha, \overline Q_{j\dot\beta} \} = \delta^i_j  P_{\alpha\dot\beta}\longrightarrow\{ Q , G_{\alpha\beta} \} = P_{\alpha\dot\beta},\qquad \{Q,Q\}=0,
"
2841,102645.png,"\frac{1}{2}(\partial^\mu \partial^\nu  h_{\mu\nu} - \partial_\mu\partial^\mu \tilde h ) - \frac{3}{2}\partial_4 \sigma \partial_4 \tilde h+ 6 k^2 h_{44} +3\partial_4\sigma\partial^{\mu}h_{\mu 4}=0,
"
2842,102646.png,"(X^0)^2 - (X^1)^2 = \frac{r^2}{a^2} - \lambda^{-2}\,,
"
2843,102647.png,"\bar{\cal L}_c  =-\frac{1-\rho^2}4\left(\bar f_{\mu\nu}^i\right)^2   -\frac14\left(\bar B_{\mu\nu}^i\right)^2   +\frac i2\rho\bar B_{\mu\nu}^i{}^\ast\!\bar f^{\mu\nu i}   -\frac1{2\beta}\left(\partial^\mu\bar A_\mu^i\right)^2 .
"
2844,102648.png,"{\cal Z}_n=\int \prod_{i,j,k}^{n} dx_i dy_j dz_k \int{\cal D}\phi{\cal D}\psi \left(\lambda \phi(x_i)\psi(y_j)\phi(z_k)\right)^ne^{-\left(S^E_{free}\left[\phi\right]+S^E_{free}\left[\psi\right]\right)}
"
2845,102649.png,"0 = 1 - 8\pi Gr_*^2U(r_*)\ .
"
2846,10265.png," \partial_t \rho + \partial_i (\rho v^i) = 0
"
2847,102650.png,"[A(y)_+,B(z)] (y-z)^m = -[A(y)_-,B(z)](y-z)^m.
"
2848,102651.png,"\partial_0 \rho(x,p) + v_i \partial_i \rho(x,p) = 0
"
2849,102652.png,"m_2 = r_1 r_2 \;,\;n_2 = s_1 s_2\;,\;m_1 = - r_2 s_1\;,\;n_1 = 3 r_1 s_2.
"
2850,102653.png,"d^{2}\lambda\equiv\frac{d\lambda\wedge d\bar{\lambda}}{2i}
"
2851,102654.png,"\sum(-1)^{\vert I \vert +\vert K \vert +\vert L \vert + \vert N \vert}{M \choose {I-K-L}}{N \choose M}\int_{\Omega}D_{I+J}\Biggl( I_{AB}E^J_B(h)
"
2852,102655.png,"f=f(x^\mu,\Phi,\partial_\mu\Phi,\ldots,\partial_{{\mu_1}\ldots{\mu_k}}\Phi).
"
2853,102656.png,"G_4(\Lambda) = G_4(\mu) \left(\frac{\Lambda}{\mu}\right)^2\frac{( 1+bg^2(\mu)\ln(\Lambda/\mu) )^{-c/b}}{1 + w G_4(\mu) \int_{\mu}^{\Lambda}\frac{d\Lambda'}{\Lambda'}\left(\frac{\Lambda'}{\mu}\right)^2( 1+bg^2(\mu)\ln(\Lambda'/\mu) )^{-c/b}},
"
2854,102657.png,"\Omega :\   \sigma \to 2\pi -\sigma\ , \ \ {\rm or}\ \  \ z \equiv e^{\tau +i\sigma} \to \bar z \ ,
"
2855,102658.png,"-\frac{2}{3} - \cos \theta + \frac{1}{3} \cos^3 \theta
"
2856,102659.png,"c(l|l_{0},l_{1};l_{0},l_{1}+1) = c(l_{0},l_{1};l_{0},l_{1}+1)\sqrt{(l+l_{1}+1)(l-l_{1})},
"
2857,10266.png,"\left( \overline{\Delta }\eta \right) _{1\cdots n}=-\frac{i}{2}\Delta^{ab}\left( \eta _{1\cdots nab}+\eta _{1\cdots anb}+\cdots \right) ,
"
2858,102660.png,"\begin{array}{lll}\delta \omega ^{ab}: & \epsilon_{aba_{3}...a_{2n-1}}(R^{a_{3}a_{4}}+l^{-2}e^{a_{3}}e^{a_{4}})\cdot \cdot\cdot (R^{a_{2nd-3}a_{2n-2}}+l^{-2}e^{a_{2nd-3}}e^{a_{2n-2}})T^{a_{2n-1}} & =0 \\ \delta e^{a}: & \epsilon_{aa_{2}...a_{2n-1}}(R^{a_{2}a_{3}}+l^{-2}e^{a_{2}}e^{a_{3}})\cdot \cdot\cdot (R^{a_{2nd-2}a_{2n-1}}+l^{-2}e^{a_{2nd-2}}e^{a_{2n-1}}) & =0\end{array}.  
"
2859,102661.png,"\begin{array}{lcl}F_{-1\mu} + F_{n \mu} &=& (X_{-1\lambda} + X_{n\lambda}) {X_\mu} ^\lambda +(X_{n, -1} X_{-1, \mu} -X_{-1, n} X_{n, \mu}) -\frac{1}{2} n(X_{-1, \mu} + X_{n \mu})\cr  &  &  \cr &=& P_\lambda({X_\mu}^\lambda + (D+1 - \frac{n}{2}) \delta^\lambda_\mu)\end{array}
"
2860,102662.png,"%  S_{\rm eff}^{d=2}|_{m=0;\mu=0}=%\left(\beta\sqrt{\pi}\right)^{-3}\sum_{k=1}^\infty{{\cal B}_{2k}(\beta^2%B)^{2k} \Gamma\left(\frac{3}{2}-2k\right)  \eta(3-4k)\over (2k)!}%%
"
2861,102663.png,"\tilde g_{00} = \frac{g_{00}}{\left [ 1+ (1+g_{00})\sinh^{2} \alpha\right ] ^{2} } = -\frac{\left ( 1-\frac{2\eta}{r} \right )^{\frac{m+\sigma}{\eta}}}{\left [ 1+ (1- (1-\frac{2\eta}{r})^{\frac{m+\sigma}{\eta}})\sinh^{2} \alpha \right ] ^{2}}
"
2862,102664.png,"\exp(-\Gamma_{eff.}[\exp({\alpha})e_A, A^-_{AB}, W_a])=\int \exp(\int_M \alpha A)D{\tilde{\overline\Psi}}_LD{\tilde\Psi}_L\exp(-S^- -i\frac{3}{2}\int_M\alpha\partial_\mu J^\mu).
"
2863,102665.png,"C_2=\frac 14\left( -1+\alpha ^2+\alpha ^{*2}-2\left| \alpha \right|^2\right) .  
"
2864,102666.png,"S_{\bar{\psi}_r^- \bar{\psi}_r^+}= S_{\psi_r^+ \psi_r^-}=S_{\bar{\Phi}_r^- \bar{\Phi}_r^+}=S_{\Phi_r^+ \Phi_r^-}= \frac {M_r C_D C \Gamma_{11}}{P^2 + M_r^2 },
"
2865,102667.png,"K_\chi(z)=|z|^{2c}\exp(2is\arg z)/ \Gamma(c+|s|+1)
"
2866,102668.png,"W_{eff} = -\frac{\mbox{Pf}M}{2^{N_{c}-1}\Lambda_{N=1}^{2N_{c}+1}}-\frac{1}{2\mu} \mbox{Tr}(M^{2})
"
2867,102669.png,"G(k)=\frac{-\left( \gamma \cdot k+im\right) }{k^{2}+m^{2}}.
"
2868,10267.png,"\tilde{\eta} = \left(               \begin{array}{c} 0 \\ \tilde{\epsilon} \end{array}       \right) ~.  
"
2869,102670.png,"{1\over 2} a \left( a^\dagger - 2g q^2 \right) \left[ a  \Phi_{N+1}^{(-)} \right] = E_{N+1}^{(-)} \left[ a \Phi_{N+1}^{(-)} \right].
"
2870,102671.png,"  J \bigr|_{H} = \bigoplus_{J',J''} m^J_{J',J''} \,  (J',J'')_{(N-k)|J'|-k|J''|} \;.
"
2871,102672.png,"\psi_{ab} = 2 D_{[a}^{\dagger}M_{b]}(M^{\dagger}M)^{-1}\psi +M_c^{\dagger}\psi_{abc} \ .
"
2872,102673.png,"T_{acd}T_{bcd}=6R_0^{-2}g_{ab},  
"
2873,102674.png,"T_{\mu\nu} = \partial_\mu\Phi^a \partial_\nu\Phi^a-{1\over 2}g_{\mu\nu}\partial_\alpha\Phi^a\partial^\alpha\Phi^a\,.
"
2874,102675.png,"\left[ F_{n}^{\mathcal{O}|\mu _{1}\ldots \mu _{n}}(\theta _{1},\ldots,\theta _{n})\right] _{i}\leq \,\Delta  
"
2875,102676.png,"V(\phi)=-\frac{1}{2}\phi^2+\frac{1}{p+1}\phi^{p+1} 
"
2876,102677.png,"%\tau_{ij}=\partial \Pi_i/\partial S_j%=\partial^2 {\cal F}/\partial S_i \partial S_j.%
"
2877,102678.png,"G_{ab}=\eta_{ab}+\partial_a X^m\partial_b X^m\ ,\qquad m=p+1,\ldots ,D-1\ .
"
2878,102679.png,"\wp^{(1/2)}(x)\equiv \wp(x)+\wp(x+\omega_1)-\wp(\omega_1)
"
2879,10268.png,"F_{\mu \nu \alpha \beta }=\frac 12(\partial _\mu \partial _\alpha h_{\nu\beta }-\partial _\mu \partial _\beta h_{\nu \alpha }-\partial _\nu \partial_\alpha h_{\mu \beta }+\partial _\nu \partial _\beta h_{\mu \alpha }),
"
2880,102680.png,"S_{grav} = \frac{6}{\kappa^2} \int \left\{ -\frac{{I\!\!N}^{-1}}{2} {I\!\!R}D_{\bar\eta}{I\!\!R} D_\eta {I\!\!R}+\frac{\sqrt{k}}{2}{I\!\!R}^2\right.
"
2881,102681.png,"T_{00}=K(-{\cal B}(x^0)+{\cal A}_{00}(x^0))=-{\cal T}_p ~, ~~~~T_{ij}=K({\cal B}(x^0)+{\cal A}_{ij}(x^0))=\delta_{ij} {\cal T}_p f(x^0)~.
"
2882,102682.png,"{\cal F}{(\Phi,{\Upsilon})} = h({\Phi}) +\sum_{cd} f_{cd}({\Phi}){\Upsilon}^{c} {\Upsilon}^{d}.
"
2883,102683.png,"Q^{\pm}_{\epsilon}=\frac{1}{2}(Q^{1}_{\epsilon}\pm iQ^{2}_{\epsilon}),\quad\{Q^{i}_{\epsilon},Q^{j}_{\epsilon}\}=2\delta^{ij}H_{\epsilon},
"
2884,102684.png,"  f\left( \varphi\right) =-\frac{4}{9}\frac{\left(1-\gamma\right)}{\gamma    ^{2}}\frac{2X_{0}}{g\left( X_{0}\right)}\frac{1}{\left(\varphi-\varphi      _*\right)^2},
"
2885,102685.png,"\tilde{\gamma}_{ij}=k^{-4/7}\gamma_{ij}\, ,
"
2886,102686.png,"Q^\dagger = \frac{1}{\sqrt{2(P_0 +M)}}[(P_0 +M)+\overrightarrow{\tau}.\overrightarrow{P}] a^\dagger
"
2887,102687.png,"dq(t) \; = \; v_{(+)}(q(t),t)dt + \left( \frac{\hbar}{2m}\right)^{\frac{1}{2}} dw(t) \, , \; \; \; \; dt > 0 \, \, .
"
2888,102688.png,"S_f ~=~ \int d^D x~h  \Psi_f^{\dagger} \left( T + V - \mu \right) \Psi_f .
"
2889,102689.png,"\chi_{\nu}=\sum_{\alpha=1}^{n_+} \theta (x-x_{\alpha}) -\sum_{\beta=1}^{n_-} \theta (x-x_{\beta})
"
2890,10269.png,"-{\textstyle\frac{1}{4}}\omega^{a}{}_{b} \gamma_{a}{}^{b}= -\vartheta\Gamma_{s}(M)-{\textstyle\frac{1}{8}} e^{c}f_{cb}{}^{a} \gamma_{a}{}^{b}\, ,\hspace{1cm}\Gamma_{s}(M) \equiv {\textstyle\frac{1}{2}}(\cos{\alpha} \gamma^{01} -\sin{\alpha}\gamma^{23})\, .
"
2891,102690.png,"m_{A^1}=m_{A^2}=\sqrt{2}m_{A^4}=\sqrt{2}m_{A^5}=\sqrt{2}m_{A^6}=\sqrt{2}m_{A^7}.
"
2892,102691.png,"Z  = \beta^{N/2} \Gamma((N-1)/2)^{-1}       {\LARGE\int_0^\infty} d\sigma       {\LARGE\int_{-\infty}^\infty} d\sigma_1       ( 4 \beta^2 \sigma^2 + (2 \beta \sigma_1 + v ) ^2 + m^2 )^M       \sigma^{N-2} exp[ -\beta (\sigma^2 + \sigma_1^2) ]
"
2893,102692.png,"\sum_{i=1}^{k}0_i+\sum_{i=1}^{k}\infty_i=\mbox{edge}
"
2894,102693.png,"\gamma_{\bar\psi\psi} = 2 \gamma - 2 Res,
"
2895,102694.png,"  \lim_{\{\alpha_f\}\to\infty}  \frac{\det[C(\tilde z_p,\tilde \zeta_q)]_{p,q=1,\dots,k+N_f}}  {\Delta_{N_f}(\alpha)} = \mathcal{F}\cdot\det\mathcal{A}
"
2896,102695.png,"{\bf\Phi}=\left[\begin{array}{c}     \,\,\varphi^+(x)\,\\     \,\,\varphi^-(x)\,     \end{array}\right],\,\,\,     {\bf\Phi}^T=\Big[\,\varphi^+(x)\,\,\,     \varphi^-(x)\,\Big].
"
2897,102696.png,"a\xi_{0} +\frac{b}{2}\xi^{2}_{0} +\frac{c}{3!}\xi^{3}_{0}=v,
"
2898,102697.png,"e^{~A}_{M}= \left(\begin{array}{cc}e &  -ife\\0  &  1\end{array}\right)\,
"
2899,102698.png,"H_{-} \chi(r,\theta)= \left(\begin{array}{cc} m & ie^{ i\theta}\left(\partial_{r}+\frac{i}{r}\partial_{\theta}+\frac{eB}{2}r\right)\\  ie^{-i\theta}\left(\partial_{r}-\frac{i}{r}\partial_{\theta}-\frac{eB}{2}r\right)& -m\end{array}\right)\chi(r,\theta)=E\chi(r,\theta),
"
2900,102699.png,"(A + \omega^r D + \omega^{-r} E )  v^{(\alpha)}_r = \lambda^{(\alpha)}_r v^{(\alpha)}_r
"
2901,1027.png,"S = \int d^{10}x \sqrt{-g_S}  \left[e^{-2\phi} (R_S + 4 (\nabla\phi)^2 ) - \frac{2}{(p+2)!} F_{p+2}^2 \right]
"
2902,10270.png,"M^\pm = M_0 \pm {1\over 2} g m_1.
"
2903,102700.png,"\delta F_{\mu\nu}=-i[F_{\mu\nu},\Lambda]
"
2904,102701.png,"{\cal L} =  - \frac{1}{4}F_{\mu \nu }^2  + \frac{1}{2}(\partial_\mu \varphi )(\partial ^\mu  \varphi ) - \frac{e}{{2\sqrt \pi}}\varepsilon ^{\mu \nu } F_{\mu \nu } \varphi  +   + m\sum \left({\cos \left( {2\pi \varphi  + \theta } \right) - 1} \right) - A_0J^0 ,   
"
2905,102702.png,"A^{(g)}(\alpha _1,\ldots \alpha_N)=V_{N;g}|\alpha_1> \cdots|\alpha_N> .     
"
2906,102703.png,"\underline{g}^\infty (\Lambda ^\infty )\mid \cdot >=0\Leftrightarrow \Lambda^\infty \in T^\infty .
"
2907,102705.png,"\Delta^+_4=\{ \pi_1+\pi_2+2\pi_3\}; \;\Delta^+_5=\{ \pi_1+2\pi_2+2\pi_3\};
"
2908,102706.png,"\beta =2\alpha (n+1)-1,\quad with\;n=0,1,2,...
"
2909,102707.png,"\rho^2(p)=\rho(p) \ \rightarrow  \ \rho_0^2(p)+\rho_1^2(p)+\rho_5^2(p)=1/4
"
2910,102708.png,"  \int_G t_{mn}^{(\rho)}(g)\,dg     = \sum_{j=1}^\ell P^{(j)m}P^{(j)}_n,\qquad  P^{(j)m}=\eta^m(w^{(j)}),\quad  P^{(j)}_n=\theta^{(j)}(v_n).
"
2911,102709.png,"<\!{{    T}_{a}}^b(\gamma)\!>_{\rm (AdS)}={\pi^2 N^2 \over 8 {\beta}^4}\left[ 4u_au^b   +{{\delta}_a}^b\right]
"
2912,102710.png,"N_{\ell/r} \; :=\; \int d\underline{y}~\widehat{{\mathcal J}}_{\ell/r}^0 \; \left(  \underline{y}, t\right)
"
2913,102711.png,"H_{mnz(x,z)} = e^{-k|z|}b_{mn(x)}, \quad H_{mnp(x,z)} = 0
"
2914,102712.png,"\hat{x}_{\pm}=\sqrt{\frac{N(N+1)(N+2)}{12}}{\cal D}^1_{0,a},
"
2915,102713.png,"Me_{\nu}(0,h)M^{(1)}_{\nu}(z,h)=\sum^{\infty}_{r=-\infty}c^{\nu}_{2r}(h^2)J_{\nu+2r}(2h\cosh z)
"
2916,102714.png,"       [q_\mu  ,q_\nu  ]   =   i \lambda_P^2   Q_{\mu \nu}
"
2917,102715.png,"\int^{1/2}_{-1/2}z^nd_qz=\left\{ \begin{array}{lll} 0& \mbox{for odd}& n, \\ \frac{1-q}{1-q^{n+1}}\frac{1}{2^n}& \mbox{for even}& n, \end{array}\right.
"
2918,102716.png,"{\cal L}= \frac{1}{2} \left({A}_{;\mu} {A}^{;\mu} + ( \xi R - m^2){A}^2 + {B}_{;\mu} {B}^{;\mu} + ( \xi R - m^2) {B}^2 \right).
"
2919,102717.png,"{\cal {E}}_F(B)= - \frac {|eB|} {4 \pi} |m| + \frac {1} {24 {\pi}^2} \frac {(eB)^2} {|m|}
"
2920,102718.png,"T^{\Psi}_{AB}=\frac{i}{2}\left(\overline \Psi\Gamma_{(A} D_{B)}\Psi-D_{(A}\overline\Psi\Gamma_{B)}\Psi\right)
"
2921,102719.png,"D^I(z,\overline z)=-\overline z^{i^*}(T_I)_{i^*j}z^j\,.
"
2922,10272.png,"Z = \int D\varphi^i J(\varphi)\exp\left\{i\int dx\,\frac{1}{2}\partial_\mu\varphi^ig_{ij}\partial_\mu\varphi^j\right\}\equiv\int D\varphi^i J(\varphi) \exp\left\{iS_{\rm ch}(\varphi)\right\}.
"
2923,102720.png,"\kappa^{\underline\mu}(\tau)=i(p_{\underline m}\Gamma^{\underline m})^{\underline{\mu}}_{~~\underline{\nu}}\kappa^{\prime\underline{\nu}}(\tau).
"
